job_title,job_description,skills_extracted,location,experience,role_category,source_dataset
Big Data Developer,"algorithms, code, technical, software, Management consulting, developing, Windows, Data mining","algorithms, code, technical, software, Management consulting, developing, Windows, Data mining",Bengaluru,3-8,Data Science,Naukri
Big Data Developer,"MIN, spark, SCALA, Hadoop, Cloud, openstack, big data, AWS","MIN, spark, SCALA, Hadoop, Cloud, openstack, big data, AWS",Bengaluru,6-11,Data Science,Naukri
Application Developer: Big Data BigInsights,"Hortonworks, BigInsights, Oozie, JAVA, HDFS, Pig, Cloudera, Zookeeper","Hortonworks, BigInsights, Oozie, JAVA, HDFS, Pig, Cloudera, Zookeeper",Bengaluru,4-9,Data Science,Naukri
Informatica Big Data Management Developer,"PDF, Data management, Informatica, Test cases, Unit testing, big data, Monitoring, Process compliance","PDF, Data management, Informatica, Test cases, Unit testing, big data, Monitoring, Process compliance",Bengaluru,4-7,Data Science,Naukri
Data Analytics Platform - Big Data Developer,"IT Skills, Big Data, spark, SCALA, Hadoop, Data analytics","IT Skills, Big Data, spark, SCALA, Hadoop, Data analytics","Chennai, Bengaluru",1-5,Data Science,Naukri
Big Data Developer,"hive, SQL queries, spark, SCALA, Hadoop, Manager Technology, hdfs, big data","hive, SQL queries, spark, SCALA, Hadoop, Manager Technology, hdfs, big data",Bangalore/Bengaluru,3-5,Data Science,Naukri
Talend developer- Big Data Spark/Hadoop,"hive, spark, apache spark, hadoop, Talend, Pyspark, python, java","hive, spark, apache spark, hadoop, Talend, Pyspark, python, java",Bangalore/Bengaluru,4-8,Data Science,Naukri
Data Science / NLP / ML / AI / Python Developer -Product Based Company,"C#, scikit learn, Text Mining, NimbusML, Microsoft Visual Studio, Machine Learning, Neural Networks, numpy","C#, scikit learn, Text Mining, NimbusML, Microsoft Visual Studio, Machine Learning, Neural Networks, numpy",Bangalore/Bengaluru,3-8,Data Science,Naukri
Big Data Developer,"Java, Node . Js, Scala, C #, Big Data Developer, Kafka, Spark, Data Processing","Java, Node . Js, Scala, C #, Big Data Developer, Kafka, Spark, Data Processing",Bangalore/Bengaluru,4-10,Data Science,Naukri
Big Data Developer,Javascript,Javascript,Bangalore/Bengaluru,4-7,Data Science,Naukri
Big Data Developer,"sql, Hive, Hadoop, scala, Spark, Oozie, Big data, production support","sql, Hive, Hadoop, scala, Spark, Oozie, Big data, production support",Bangalore/Bengaluru,3-5,Data Science,Naukri
Java Big Data Developer,"Unix, Product management, Computer science, Core Java, Linux, Coding, Application programming, Agile","Unix, Product management, Computer science, Core Java, Linux, Coding, Application programming, Agile",Bengaluru,1-3,Data Science,Naukri
DEVELOPER - BIG DATA,"development, code, analytical, software, scala, developing, J2Ee, SQL","development, code, analytical, software, scala, developing, J2Ee, SQL",Bengaluru,3-4,Data Science,Naukri
Java / Big Data Developer,"Product engineering, GIT, Consulting, Agile, Healthcare, System design, Unit testing, software quality","Product engineering, GIT, Consulting, Agile, Healthcare, System design, Unit testing, software quality",Bengaluru,3-6,Data Science,Naukri
Big Data Developer,"big data, IT Skills, Java, computer science, spark, scala, hadoop, career development","big data, IT Skills, Java, computer science, spark, scala, hadoop, career development",Bangalore/Bengaluru,4-9,Data Science,Naukri
Business Transformation Consultant: Big Data,"spark, Datastage, Software development life cycle, big data, Virtualization, ETL, Cloud Pak, InfoSphere DataStage","spark, Datastage, Software development life cycle, big data, Virtualization, ETL, Cloud Pak, InfoSphere DataStage",Mumbai,15-20,Data Science,Naukri
Data Visualization Manager,"Spotfire, designing and developing compelling data visualizations, PowerBI, Data Visualization, Alteryx, QLIK, Tableau","Spotfire, designing and developing compelling data visualizations, PowerBI, Data Visualization, Alteryx, QLIK, Tableau",Pune,3-8,Data Science,Naukri
Hadoop Data Platform Architect,"Data analysis, Analytical, Consulting, SQL, Python, Big Data Analysis, Relational Databases, Big Data","Data analysis, Analytical, Consulting, SQL, Python, Big Data Analysis, Relational Databases, Big Data",Hyderabad/Secunderabad,4-6,Data Science,Naukri
Data Science Manager- Mindtree NXT,"data science, vision analytics, Predictive Analytics, People Management","data science, vision analytics, Predictive Analytics, People Management",Chennai,9-14,Data Science,Naukri
Cloud Data Architecture Application Developer,"IT Skills, Cloud, AWS, Azure, Business process, Architecture, data security, GCP","IT Skills, Cloud, AWS, Azure, Business process, Architecture, data security, GCP",Chennai,15-18,Data Science,Naukri
Cloud Data Architecture Application Developer,"Business process, Performance tuning, GIT, GCP, Postgresql, Analytical, MySQL, Consulting","Business process, Performance tuning, GIT, GCP, Postgresql, Analytical, MySQL, Consulting",Pune,2-4,Data Science,Naukri
Cloud Data Architecture Application Developer,"IT Skills, Testing, Cloud, DBA, Big Data, Business process, Performance tuning, GIT","IT Skills, Testing, Cloud, DBA, Big Data, Business process, Performance tuning, GIT",Pune,4-6,Data Science,Naukri
Data & Analytics - Practice Manager,"NoSQL, Data management, Agile, data governance, Data analytics, Asset management, Stakeholder management, RFP","NoSQL, Data management, Agile, data governance, Data analytics, Asset management, Stakeholder management, RFP",Kolkata,8-13,Data Science,Naukri
Data Analytics,"Python, AI, Deep Learning, ML, Scala, Keras, Analytics, ETL","Python, AI, Deep Learning, ML, Scala, Keras, Analytics, ETL",Hyderabad/Secunderabad,9-12,Data Science,Naukri
Manager - Products/Data & Insights,"Computer science, Data analysis, Automation, Data management, Process improvement, Analytical, Pharma, Forecasting","Computer science, Data analysis, Automation, Data management, Process improvement, Analytical, Pharma, Forecasting",Mumbai,4-8,Data Science,Naukri
Manager - Products/Data & Insights,"Computer science, Data analysis, Automation, Data management, Process improvement, Analytical, Pharma, Forecasting","Computer science, Data analysis, Automation, Data management, Process improvement, Analytical, Pharma, Forecasting",Pune,4-8,Data Science,Naukri
Delivery Manager Data Architect/Delivery Manager Data Architect,"MS SQL, NoSQL, cassandra, Postgresql, MySQL, MongoDB, Teradata, SQL","MS SQL, NoSQL, cassandra, Postgresql, MySQL, MongoDB, Teradata, SQL",Pune,1-6,Data Science,Naukri
Data Engineer_Spark_Immediate joiner,"Airflow, Hive, Cassandra, Hadoop services, Performance tuning, Troubleshooting, Yarn, Kafka","Airflow, Hive, Cassandra, Hadoop services, Performance tuning, Troubleshooting, Yarn, Kafka",Gurgaon/Gurugram,4-9,Data Science,Naukri
Test Data Management(TDM),"Test Data Management, Test Data Maker, data masking, teradata, TDM","Test Data Management, Test Data Maker, data masking, teradata, TDM",Noida,4-9,Data Science,Naukri
Data Architect,"Automation, Data management, Database design, Project management, Information security, Database administration, HTTP, Data mining","Automation, Data management, Database design, Project management, Information security, Database administration, HTTP, Data mining",Gurgaon/Gurugram,7-10,Data Science,Naukri
Data Engineer - AWS/Google Cloud Platform,"AWS, Analyse, predictive modelling, Java, data scientists, data mining, Google Cloud, SQL","AWS, Analyse, predictive modelling, Java, data scientists, data mining, Google Cloud, SQL","Noida, Mumbai, Bangalore/Bengaluru",2-7,Data Science,Naukri
Data Engineering Manager - SQL/Spark/Hadoop,"Data Engineering, SQL, Spark, IT Skills, Java, Python, Cloud, Project Management","Data Engineering, SQL, Spark, IT Skills, Java, Python, Cloud, Project Management","Gurgaon/Gurugram, Bangalore/Bengaluru",3-8,Data Science,Naukri
Data Engineer Power & renewable energy,"Data engineer, Python, Spark Streaming, Azure, Hive, Spark, JIRA, ETL","Data engineer, Python, Spark Streaming, Azure, Hive, Spark, JIRA, ETL","Gurgaon/Gurugram, Delhi / NCR",2-5,Data Science,Naukri
JOB Fittment Finder-Data Engineer,"Data Engineer, cloud platforms, Azure Data bricks, IT Skills, Python, Testing, Data Science, Cloud","Data Engineer, cloud platforms, Azure Data bricks, IT Skills, Python, Testing, Data Science, Cloud","Gurgaon/Gurugram, Gurgaon, Delhi /NCR",2-5,Data Science,Naukri
Data Engineer (Power & renewable energy),"Python, IT Skills, Testing, Data Science, Cloud, Azure, hive, Automate ETL","Python, IT Skills, Testing, Data Science, Cloud, Azure, hive, Automate ETL","Gurgaon/Gurugram, Delhi / NCR",2-5,Data Science,Naukri
Engineering Manager - Data Engineering,"Hadoop, Presto, Spark, IT Skills, Java, Python, Testing, Data Science","Hadoop, Presto, Spark, IT Skills, Java, Python, Testing, Data Science",Bangalore/Bengaluru,5-10,Data Science,Naukri
Data Engineering Manager,"Data Engineering, Hadoop, Spark, IT Skills, Java, Python, Testing, Data Science","Data Engineering, Hadoop, Spark, IT Skills, Java, Python, Testing, Data Science",Bangalore/Bengaluru,5-10,Data Science,Naukri
Data Engineer II Work From Home II Permanent Position,"RDBMS, Scala, Spark, Java, Shell scripting, Advanced SQL, Oracle, verbal","RDBMS, Scala, Spark, Java, Shell scripting, Advanced SQL, Oracle, verbal","Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,Data Science,Naukri
Hiring GCP Data Engineer For leading IT Service Giant.,"Data Engineering, Pu-sub, GCP, IT Skills, Java, Python, Cloud, Bigtable","Data Engineering, Pu-sub, GCP, IT Skills, Java, Python, Cloud, Bigtable","Pune, Bangalore/Bengaluru, Mumbai (All Areas)",3-8,Data Science,Naukri
Data Engineer - Scala/Spark,"Scala, Spark, dataframe, Java, PostgreSQL, MariaDB, Python","Scala, Spark, dataframe, Java, PostgreSQL, MariaDB, Python","Pune, Bangalore/Bengaluru",3-7,Data Science,Naukri
Data Science Engineer - Python/RDBMS,"deployment, SQL queries, D3 js, JQuery, Python, continuous integration, HTML, JavaScript","deployment, SQL queries, D3 js, JQuery, Python, continuous integration, HTML, JavaScript",Hyderabad/Secunderabad,5-10,Data Science,Naukri
Senior Business Analyst,"Supply chain, SAS, SPSS, Analytics, SQL, Computer science, Analytical, Business process management","Supply chain, SAS, SPSS, Analytics, SQL, Computer science, Analytical, Business process management",Bangalore/Bengaluru,3-7,Data Science,Naukri
Senior Business Analyst,"Data analysis, SAS, Analytical, QlikView, Python, Cycle time reduction, power bi, Customer experience","Data analysis, SAS, Analytical, QlikView, Python, Cycle time reduction, power bi, Customer experience",Bangalore/Bengaluru,1-3,Data Science,Naukri
Sr. Business Analyst,"Computer science, Business process management, Data mining, Analytics, Python, Excel, data science, Statistics","Computer science, Business process management, Data mining, Analytics, Python, Excel, data science, Statistics",Bangalore/Bengaluru,4-8,Data Science,Naukri
Data Engineer,"IT Skills, Python, Cloud, Jenkins, AWS, RDS, Glue, Kinesis","IT Skills, Python, Cloud, Jenkins, AWS, RDS, Glue, Kinesis","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-6,Data Science,Naukri
Assistant Manager/Manager - Data Engineering - eCommerce,"Business Intelligence, Data Management, Data Architect, Big Data, Data Visualization, Tableau, Data Analytics, Statistics","Business Intelligence, Data Management, Data Architect, Big Data, Data Visualization, Tableau, Data Analytics, Statistics",Bangalore/Bengaluru,3-5,Data Science,Naukri
Data Engineer (Python),"Python, Redshift, performance tuning, S3, OOP, Hive, Glue, RabbitMq","Python, Redshift, performance tuning, S3, OOP, Hive, Glue, RabbitMq",Bangalore/Bengaluru,3-6,Data Science,Naukri
Data Science Associate/Senior Associate,"Data Science, Machine learning, Python, deep learning, R, NLP, Artificial inteligence, Statistical Simulation / Regression Modeling","Data Science, Machine learning, Python, deep learning, R, NLP, Artificial inteligence, Statistical Simulation / Regression Modeling","Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",1-6,Data Science,Naukri
Data Integration Engineer - ETL/Business Intelligence,"ETL, Data Integration, SQL, IT Skills, Project Management, BPO, project management, Business Intelligence","ETL, Data Integration, SQL, IT Skills, Project Management, BPO, project management, Business Intelligence",Bangalore/Bengaluru,3-6,Data Science,Naukri
Data Engineer - Business Intelligence/Data Warehousing,"IT Skills, Java, Testing, Oracle, Salesforce, ETL development, Data Integration, SQL","IT Skills, Java, Testing, Oracle, Salesforce, ETL development, Data Integration, SQL",Bangalore/Bengaluru,2-5,Data Science,Naukri
Machine Learning Engineer - Data Science,"Data Science, GCP, Machine Learning, PyTorch, NumPy, Azure, W&B, cloud CLI","Data Science, GCP, Machine Learning, PyTorch, NumPy, Azure, W&B, cloud CLI",Bangalore/Bengaluru,3-5,Data Science,Naukri
Data Engineer - Hadoop/Big Data,"Hadoop, Python, MariaDB, Azure architecture, Spark, Scala, PostgreSQL, development","Hadoop, Python, MariaDB, Azure architecture, Spark, Scala, PostgreSQL, development",Bangalore/Bengaluru,3-7,Data Science,Naukri
Data Engineer ( Python ),"Apache Airflow, Hive, Apache Spark, S3, Glue, Kafka Rabbit Mq, EMR, Athena","Apache Airflow, Hive, Apache Spark, S3, Glue, Kafka Rabbit Mq, EMR, Athena",Bangalore/Bengaluru,3-6,Data Science,Naukri
DATA PLATFORM ENGINEER,"Docker, Python programming, AWS, IT Skills, Python, Software Development, Data Science, Cloud","Docker, Python programming, AWS, IT Skills, Python, Software Development, Data Science, Cloud",Bangalore/Bengaluru,4-8,Data Science,Naukri
Data Engineer,"PostgreSQL, Vertica, Spark, SQL, PLSQL, Nifi, MySQL, Luigi","PostgreSQL, Vertica, Spark, SQL, PLSQL, Nifi, MySQL, Luigi",Bangalore/Bengaluru,6-10,Data Science,Naukri
Team Lead - Big Data Engineering - Python/ Perl/ Shell Scripting,"Telecom, Big Data Architect, Shell Scripting, Big Data, Unix OS, Perl, Zabbix Administration, Tableau","Telecom, Big Data Architect, Shell Scripting, Big Data, Unix OS, Perl, Zabbix Administration, Tableau",Bangalore/Bengaluru,6-10,Data Science,Naukri
Data Engineer - Business Intelligence/ Data Warehousing,"Business Intelligence, Data Warehousing, SQL, Java, Linux OS, PL-SQL, BI/DW, Unix OS","Business Intelligence, Data Warehousing, SQL, Java, Linux OS, PL-SQL, BI/DW, Unix OS",Bangalore/Bengaluru,2-5,Data Science,Naukri
Data Engineer,"Data engineer, data models, Pyspark, CI/CD concepts, Scala, data mining, Apache Kafka, Spark","Data engineer, data models, Pyspark, CI/CD concepts, Scala, data mining, Apache Kafka, Spark","Noida,",3-8,Data Science,Naukri
Lead Software Engineer Data,"NoSQL, Networking, RDBMS, Postgresql, MySQL, Machine learning, MongoDB, Oracle","NoSQL, Networking, RDBMS, Postgresql, MySQL, Machine learning, MongoDB, Oracle",Chennai,5-8,Data Science,Naukri
Lead Decision Scientist,"C++, Operations research, Statistical analysis, Social media, Analytical, Machine learning, SCALA, Predictive modeling","C++, Operations research, Statistical analysis, Social media, Analytical, Machine learning, SCALA, Predictive modeling",Bangalore/Bengaluru,4-9,Data Science,Naukri
Business Analyst,"analytical, data query languages, accounting, finance, Business Analyst, business requirements, business management, business analysis","analytical, data query languages, accounting, finance, Business Analyst, business requirements, business management, business analysis",Bangalore/Bengaluru,0-1,Data Science,Naukri
